Year,Type,Country,Area,Activity,Sex ,Fatal
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Diving,M,False
2015.0,Unprovoked,USA,Hawaii,Snorkeling,F,True
2015.0,Unprovoked,USA,Florida,Wading,M,False
2015.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,False
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing ,M,False
2015.0,Unprovoked,USA,Florida,Photographing the shark,M,False
2015.0,Unprovoked,REUNION,Saint-Gilles-les-Bains,Surfing,M,True
2015.0,Unprovoked,AUSTRALIA,New South Wales,Paddle boarding,M,False
2015.0,Unprovoked,USA,Florida,Spearfishing,M,False
2015.0,Invalid,ITALY,Sardinia,Diving,M,True
2015.0,Invalid,BRAZIL,Pernambuco,Surfing,M,True
2015.0,Boating,SOUTH AFRICA,Eastern Cape Province,Kayak Fishing,M,False
2015.0,Unprovoked,EGYPT,,Swimming,M,True
2015.0,Unprovoked,USA,Hawaii,Standing / Snorkeling,M,False
2015.0,Unprovoked,FRENCH POLYNESIA,Bora Bora,Hand feeding sharks,M,False
2015.0,Boating,AUSTRALIA,New South Wales,Fishing,M,False
2015.0,Provoked,MEXICO,Sinaloa,Fishing,M,False
2015.0,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,Sitting in the water,M,False
2015.0,Boating,ATLANTIC OCEAN,,Transatlantic Rowing,,False
2015.0,Unprovoked,REUNION,d’Étang-Salé,Swimming,F,True
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,True
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
2015.0,Unprovoked,AUSTRALIA,New South Wales,Bodysurfing,M,False
2015.0,Boating,AUSTRALIA,Queensland,Rowing,M,False
2015.0,Provoked,USA,Hawaii,Shark fishing,M,False
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Floating,M,False
2015.0,Boating,USA,Florida,Fishing,M,False
2015.0,Invalid,AUSTRALIA,New South Wales,Surfing & filming dolphins,F,True
2015.0,Boating,AUSTRALIA,New South Wales,Fishing,M,False
2015.0,Unprovoked,AUSTRALIA,New South Wales,Filming,M,False
2015.0,Invalid,USA,Florida,Swimming after falling overboard,M,True
2015.0,Unprovoked,BAHAMAS,Abaco Islands,Snorkeling,F,False
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
2015.0,Unprovoked,USA,Florida,,M,False
2014.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,,False
2014.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,True
2014.0,Sea Disaster,GREECE,,,,False
2014.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,,True
2014.0,Unprovoked,USA,California,Surfing,M,False
2014.0,Provoked,AUSTRALIA,Victoria,Fishing,M,False
2014.0,Unprovoked,JAPAN,,Diving / Filming,M,False
2014.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,True
2014.0,Provoked,SPAIN,Granada,Fishing for blue sharks,M,False
2014.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,False
2014.0,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Fishing,M,True
2014.0,Boating,AUSTRALIA,Western Australia,Fishing,M,False
2014.0,Boating,USA,California,,,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Unprovoked,USA,Hawaii,Snorkeling,M,False
2014.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Unprovoked,USA,Hawaii,Surfing,F,False
2014.0,Provoked,AUSTRALIA,New South Wales,Surfing,M,False
2014.0,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,F,False
2014.0,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,M,False
2014.0,Boating,USA,California,Canoeing,F,False
2014.0,Unprovoked,USA,Hawaii,Surfing,M,False
2014.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,False
2014.0,Unprovoked,USA,South Carolina,Standing in inner tube,F,False
2014.0,Unprovoked,USA,Florida,Body surfing or Boogie boarding,F,False
2014.0,Boating,AUSTRALIA,Western Australia,Kayaking,M,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Unprovoked,USA,Florida,Fishing,F,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Boating,USA,California,Kayaking,M,False
2014.0,Boating,USA,California,Kayaking ,M,False
2014.0,Unprovoked,USA,California,Surfing,M,False
2014.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Unprovoked,FRENCH POLYNESIA,Moorea,Feeding fish,F,False
2014.0,Invalid,USA,California,Surfing,M,True
2014.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,True
2014.0,Unprovoked,USA,Alabama,Fishing ,M,False
2014.0,Boating,USA,Massachusetts,Kayaking ,F,False
2014.0,Provoked,USA,Florida,Fishing,M,False
2014.0,Unprovoked,SPAIN,Catalonia,Playing with an air mattress,M,False
2014.0,Unprovoked,USA,Florida,Body surfing,F,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Invalid,USA,Florida,,,True
2014.0,Provoked,USA,Maryland,Fishing,M,False
2014.0,Unprovoked,SPAIN,Alicante,Swimming,F,False
2014.0,Unprovoked,USA,North Carolina,Surfing,M,False
2014.0,Unprovoked,USA,South Carolina,Standing,F,False
2014.0,Provoked,USA,Florida,Fishing for sharks,M,False
2014.0,Unprovoked,USA,North Carolina,Kite boarding,,False
2014.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,False
2014.0,Unprovoked,USA,Florida,Standing,M,False
2014.0,Unprovoked,USA,Florida,,M,False
2014.0,Unprovoked,BAHAMAS,,Spearfishing,M,False
2014.0,Unprovoked,USA,Florida,Swimming,F,False
2014.0,Unprovoked,USA,Louisiana,Swimming,M,False
2014.0,Unprovoked,USA,South Carolina,Boogie boarding,M,False
2014.0,Unprovoked,USA,Florida,Swimming,F,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Unprovoked,USA,Florida,Boogie boarding,M,False
2014.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,False
2014.0,Unprovoked,USA,North Carolina,Swimming,M,False
2014.0,Unprovoked,REUNION,Saint-Leu,Surfing,M,False
2014.0,Unprovoked,USA,Florida,Standing,M,False
2014.0,Unprovoked,SPAIN,Canary Islands,Wading,,False
2014.0,Unprovoked,USA,Hawaii,Swimming,M,False
2014.0,Unprovoked,USA,Florida,Swimming,M,False
2014.0,Invalid,BAHAMAS,West End,Shark diving,M,True
2014.0,Unprovoked,USA,North Carolina,Body surfing,M,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Provoked,USA,California,Swimming,M,False
2014.0,Unprovoked,USA,California,Surfing,M,False
2014.0,Unprovoked,USA,South Carolina,Body surfing,M,False
2014.0,Boat,ST. MARTIN,,Transatlantic Rowing,M,False
2014.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,False
2014.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,False
2014.0,Unprovoked,AUSTRALIA,South Australia,Body boarding,M,False
2014.0,Provoked,AUSTRALIA,Western Australia,Petting a shark,M,False
2014.0,Unprovoked,BRAZIL,,Fishing,M,False
2014.0,Unprovoked,USA,Delaware,Standing,M,False
2014.0,Unprovoked,AUSTRALIA,South Australia,Body boarding,M,False
2014.0,Unprovoked,JAPAN,Atsumi peninsula,Surfing,M,False
2014.0,Unprovoked,USA,Texas,Kneeling in the water,F,False
2014.0,Unprovoked,USA,Florida,Swimming,F,False
2014.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
2014.0,Unprovoked,USA,Palmyra Atoll,Tagging sharks,F,False
2014.0,Unprovoked,AUSTRALIA,Queensland,Fell into the water,F,False
2014.0,Unprovoked,FRANCE,Wallis and Futuna,Scuba diving,M,False
2014.0,Provoked,AUSTRALIA,New South Wales,Teasing a shark,M,False
2014.0,Unprovoked,USA,Florida,Body boarding,F,False
2014.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,False
2014.0,Unprovoked,USA,Florida,Wading,F,False
2014.0,Unprovoked,USA,Georgia,Surfing,M,False
2014.0,Invalid,USA,Florida,Diving,M,True
2014.0,Unprovoked,USA,South Carolina,Swimming,F,False
2014.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Diving,,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,False
2014.0,Unprovoked,USA,Florida,Swimming,M ,False
2014.0,Unprovoked,USA,Florida,Wading,M,False
2014.0,Boat,SOUTH AFRICA,,Shark watching,,False
2014.0,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,True
2014.0,Invalid,AUSTRALIA,Western Australia,Diving for lobsters,M,True
2014.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,True
2014.0,Unprovoked,USA,Florida,Kite Surfing,M,False
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,Kite Surfing,M,False
2014.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,False
2014.0,Invalid,AUSTRALIA,New South Wales,,F,True
2014.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,False
2014.0,Invalid,CAYMAN ISLANDS,,Scuba diving / culling lionfish,M,True
2014.0,Unprovoked,USA,Florida,Surfing,M,False
2014.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Kitesurfing,M,False
2014.0,Boating,PAPUA NEW GUINEA,,Sailing,M,False
2014.0,Unprovoked,AUSTRALIA,South Australia,Spearfishing / Free diving,M,True
2014.0,Provoked,TRINIDAD & TOBAGO,Trinidad,Fishing,M,False
2014.0,Unprovoked,NEW ZEALAND,South Island,Surfing,M,False
2014.0,Provoked,AUSTRALIA,New South Wales,Fishing,M,False
2014.0,Unprovoked,NEW ZEALAND,South Island,Spearfishing,M,False
2014.0,Sea Disaster,JAPAN,Okinawa Prefecture,Sea disaster,M,False
2014.0,Unprovoked,USA,Hawaii,Free diving / Photographing pilot whales,M,False
2014.0,Boating,NEW ZEALAND,,Filming a documentary,,False
2013.0,Unprovoked,NEW CALEDONIA,North Province,Snorkeling,M,False
2013.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,False
2013.0,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,Attempting to remove fishing net from submerged object,M,False
2013.0,Unprovoked,USA,Hawaii,Boogie boarding,M,False
2013.0,Unprovoked,USA,Florida,Surfing,M,False
2013.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
2013.0,Unprovoked,USA,Hawaii,Kayaking / Fishing,M,True
2013.0,Unprovoked,AUSTRALIA,New South Wales,Body boarding,M,True
2013.0,Unprovoked,USA,Hawaii,Snorkeling,F,False
2013.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,True
2013.0,Unprovoked,USA,Oregon,Surfing,M,False
2013.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,False
2013.0,Provoked,BAHAMAS,,Shark fishing,M,False
2013.0,Unprovoked,USA,New Jersey,Body boarding,M,False
2013.0,Unprovoked,USA,Florida,Surfing,M,False
2013.0,Unprovoked,USA,Hawaii,Kiteboarding,M,False
2013.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,F,False
2013.0,Unprovoked,REUNION,d’Étang-Salé,Body boarding,M,False
2013.0,Unprovoked,AUSTRALIA,Western Australia,Diving for crayfish,M,False
2013.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
2013.0,Unprovoked,USA,Hawaii,Diving ,M,False
2013.0,Unprovoked,USA,Hawaii,Surfing,M,False
2013.0,Unprovoked,USA,Florida,Wading,M,False
2013.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / snorkeling,M,True
2013.0,Unprovoked,AUSTRALIA,Western Australia,Diving for Abalone,M,False
2013.0,Unprovoked,USA,California,Surfing,M,False
2013.0,Unprovoked,USA,Florida,Wading,M,False
2013.0,Unprovoked,USA,Florida,Surfing,M,False
2013.0,Unprovoked,ISRAEL,Southern District,Diving,M,False
2013.0,Unprovoked,USA,Florida,Standing,M,False
2013.0,Unprovoked,USA,Florida,Swimming,M,False
2013.0,Unprovoked,USA,Florida,Surfing,M,False
2013.0,Unprovoked,USA,Florida,Swimming,M,False
2013.0,Unprovoked,USA,Florida,Surfing,F,False
2013.0,Unprovoked,USA,South Carolina,,F,False
2013.0,Provoked,USA,Florida,Surfing,M,False
2013.0,Unprovoked,USA,Florida,Standing,M,False
2013.0,Unprovoked,USA,Florida,Swimming,M,False
2013.0,Provoked,USA,Florida,,M,False
2013.0,Unprovoked,BAHAMAS,,,M,False
2013.0,Unprovoked,USA,Florida,Casting a net,M,False
2013.0,Unprovoked,BAHAMAS,,Spearfishing,M,False
2013.0,Unprovoked,USA,California,Swimming,M,False
2013.0,Invalid,USA,California,Marathon swimming,F,True
2013.0,Provoked,FRANCE,Bay of Biscay,Longline fishing for sharks,M,False
2013.0,Unprovoked,USA,Florida,Boogie boarding,F,False
2013.0,Unprovoked,AUSTRALIA,New South Wales,Wrangling a shark,M,False
2013.0,Unprovoked,USA,Hawaii,Surfing,M,False
2013.0,Unprovoked,USA,California,Surfing,F,False
2013.0,Unprovoked,USA,Hawaii,Snorkeling,F,True
2013.0,Unprovoked,USA,Hawaii,Kiteboarding,F,False
2013.0,Unprovoked,USA,South Carolina,Surfing,M,False
2013.0,Unprovoked,SOUTH AFRICA,,Attempting to free the shark,M,False
2013.0,Unprovoked,USA,Florida,Fishing,M,False
2013.0,Unprovoked,USA,Hawaii,Snorkeling,F,False
2013.0,Unprovoked,USA,South Carolina,Swimming,M,False
2013.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,False
2013.0,Unprovoked,MEXICO,Quintana Roo,Wading,F,False
2013.0,Unprovoked,USA,Hawaii,Surfing,M,False
2013.0,Unprovoked,BAHAMAS,Exuma Islands,Cleaning fish,M,False
2013.0,Unprovoked,BAHAMAS,Abaco Islands,Diving,M,False
2013.0,Unprovoked,BRAZIL,Pernambuco,Swimming,F,True
2013.0,Unprovoked,USA,Alabama,Walking in surf,F,False
2013.0,Unprovoked,USA,Florida,Swimming ,M,False
2013.0,Unprovoked,REUNION,Saint-Paul,Swimming & snorkeling,F,True
2013.0,Unprovoked,DIEGO GARCIA,,Swimming,M,True
2013.0,Unprovoked,USA,North Carolina,Wading,F,False
2013.0,Invalid,SPAIN,Catalonia,Swimming,M,True
2013.0,Unprovoked,AUSTRALIA,Victoria,Body surfing,M,False
2013.0,Unprovoked,TAIWAN,Taitung ,Fishing,M,False
2013.0,Invalid,JAMAICA,Kingston Parish,,M,True
2013.0,Boating,USA,California,Kayaking / Fishing,M,False
2013.0,Unprovoked,USA,Florida,Swimming,M,False
2013.0,Unprovoked,USA,South Carolina,Swimming,M,False
2013.0,Unprovoked,USA,Hawaii,Swimming,M,False
2013.0,Unprovoked,USA,Texas,Swimming,M,False
2013.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,False
2013.0,Unprovoked,USA,Florida,Surfing,F,False
2013.0,Unprovoked,USA,South Carolina,Boogie Boarding,F,False
2013.0,Provoked,USA,Florida,Fishing for sharks,M,False
2013.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
2013.0,Unprovoked,USA,Hawaii,Diving,M,False
2013.0,Unprovoked,USA,Florida,Swimming,M,False
2013.0,Unprovoked,BRAZIL,Pernambuco,,M,True
2013.0,Provoked,PALESTINIAN TERRITORIES,,Fishing,M,False
2013.0,Unprovoked,ECUADOR,Santa Cruz Island,Surfing,M,False
2013.0,Invalid,USA,California,Surfing,M,True
2013.0,Unprovoked,REUNION,Saint-Gilles,Body boarding,M,True
2013.0,Unprovoked,USA,Florida,Surfing,M,False
2013.0,Provoked,AUSTRALIA,New South Wales,Fishing,M,False
2013.0,Unprovoked,MEXICO,Quintana Roo,Swimming,F,False
2013.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,False
2013.0,Unprovoked,USA,Florida,Playing in the surf,M,False
2013.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving,M,False
2013.0,Unprovoked,USA,Florida,Surfing,M,False
2013.0,Unprovoked,GUAM,,,M,True
2013.0,Unprovoked,FRENCH POLYNESIA,Tuamotus,Kite boarding,M,False
2013.0,Unprovoked,USA,Florida,Swimming,M,False
2013.0,Invalid,AUSTRALIA,Western Australia,,M,True
2013.0,Unprovoked,USA,Hawaii,Surfing,M,False
2013.0,Invalid,AUSTRALIA,New South Wales,Surfing,M,True
2013.0,Unprovoked,SEYCHELLES,,Free diving,M,False
2013.0,Unprovoked,BELIZE,,Snorkeling,F,False
2013.0,Unprovoked,BAHAMAS,Eleuthera,Fly fishing,M,False
2013.0,Provoked,SOUTH AFRICA,Western Cape Province,Fishing - 'tag & release',M,False
2013.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,False
2013.0,Unprovoked,JAMAICA,St. Catherine,Spearfishing,M,True
2013.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,False
2013.0,Unprovoked,PHILIPPINES,Palawan,Swimming to shore with floatioon devices after boat engine conked out,M,False
2013.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,False
2013.0,Unprovoked,NEW ZEALAND,North Island,Swimming,M,True
2013.0,Unprovoked,USA,Hawaii,Surfing,,False
2013.0,Unprovoked,USA,Hawaii,Surfing,M,False
2013.0,Unprovoked,USA,Florida,Surfing,M,False
2013.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Scuba diving,M,False
2013.0,Unprovoked,JAMAICA,Kingston Parish,,M,False
2013.0,Boat,AUSTRALIA,Victoria,Fishing,M,False
2013.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,False
2013.0,Invalid,AUSTRALIA,Queensland,Dragging stranded shark into deeper water,M,True
2013.0,Unprovoked,USA,Hawaii,Surfing,M,False
2013.0,Unprovoked,NEW ZEALAND,Mercury Islands,Spearfishing,M,False
2013.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing / Free diving,M,False
2012.0,Unprovoked,USA,Florida,Swimming,M,False
2012.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
2012.0,Unprovoked,AUSTRALIA,New South Wales,Paddle boarding,M,False
2012.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,True
2012.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,False
2012.0,Unprovoked,USA,Hawaii,Surfing,M,False
2012.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,False
2012.0,Unprovoked,NEW ZEALAND,South Island,Scuba diving,F,False
2012.0,Unprovoked,USA,Hawaii,Snorkeling,M,False
2012.0,Invalid,AUSTRALIA,Queensland,,M,True
2012.0,Unprovoked,MEXICO,Sinaloa,Swimming,M,True
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,USA,Hawaii,Diving,M,False
2012.0,Unprovoked,USA,Hawaii,Surfing,M,False
2012.0,Unprovoked,USA,California,Surfing,M,False
2012.0,Unprovoked,USA,Hawaii,Swimming,F,False
2012.0,Unprovoked,USA,California,Surfing,M,True
2012.0,Unprovoked,USA,Florida,,F,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,USA,Hawaii,Paddle boarding,M,False
2012.0,Invalid,USA,Florida,,M,True
2012.0,Unprovoked,NIGERIA,Delta,Bathing,F,False
2012.0,Unprovoked,USA,California,Windsurfing,M,False
2012.0,Unprovoked,AUSTRALIA,Western Australia,Bodyboarding,M,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,TONGA,Vava'u,Swimming,F,False
2012.0,Unprovoked,USA,Florida,Surfing,,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,USA,Florida,Swimming,M,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,USA,Florida,Boogie boarding,F,False
2012.0,Provoked,USA,Hawaii,Spearfishing,,False
2012.0,Unprovoked,USA,Florida,Swimming or boogie boarding,F,False
2012.0,Provoked,SCOTLAND,Inner Hebrides,Shark fishing,M,False
2012.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,False
2012.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,True
2012.0,Unprovoked,USA,Alabama,Wading or swimming,M,False
2012.0,Boating,AUSTRALIA,Western Australia,Fishing,,False
2012.0,Unprovoked,USA,Florida,Free diving ,M,False
2012.0,Unprovoked,REUNION,Saint Leu,Surfing,M,False
2012.0,Unprovoked,FRENCH POLYNESIA,Tuamotus,Spearfishing,M,False
2012.0,Unprovoked,USA,California,Surfing,M,False
2012.0,Unprovoked,AUSTRALIA,South Australia,Surfing,M,False
2012.0,Unprovoked,USA,Hawaii,Surfing,M,False
2012.0,Unprovoked,USA,Massachusetts,Body surfing,M,False
2012.0,Invalid,USA,North Carolina,,M,True
2012.0,Unprovoked,REUNION,Trois-Bassins,Surfing,M,True
2012.0,Invalid,TRINIDAD & TOBAGO,Trinidad,Swimming,M,True
2012.0,Invalid,CANADA,British Colombia,Surfing,F,True
2012.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,True
2012.0,Unprovoked,USA,North Carolina,Swimming,F,False
2012.0,Unprovoked,BAHAMAS,Eleuthera,Spearfishing,M,False
2012.0,Invalid,AUSTRALIA,Victoria,Scuba diving,F,True
2012.0,Boating,USA,California,Kayaking,M,False
2012.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,False
2012.0,Invalid,CROATIA,,Swimming,,True
2012.0,Unprovoked,USA,Florida,Swimming,M,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,USA,Hawaii,Sitting in the water,F,False
2012.0,Unprovoked,AUSTRALIA,Tasmania,Surfing,M,False
2012.0,Unprovoked,USA,Florida,Swimming,M,False
2012.0,Unprovoked,AUSTRALIA,Western Australia,Surf skiing ,M,False
2012.0,Invalid,USA,South Carolina,Standing,M,True
2012.0,Unprovoked,USA,North Carolina,Wading,F,False
2012.0,Provoked,USA,Florida,Fishing,M,False
2012.0,Unprovoked,USA,South Carolina,Swimming,F,False
2012.0,Unprovoked,USA,South Carolina,Swimming,M,False
2012.0,Unprovoked,USA,South Carolina,Swimming,M,False
2012.0,Unprovoked,USA,South Carolina,Swimming,M,False
2012.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,False
2012.0,Provoked,ITALY,Sardinia,Attempting to rescue an injured & beached shark,M,False
2012.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing ,M,False
2012.0,Unprovoked,USA,Florida,Surfing,F,False
2012.0,Unprovoked,USA,South Carolina,Boogie Boarding,M,False
2012.0,Unprovoked,USA,North Carolina,Wading,F,False
2012.0,Unprovoked,MEXICO,Guerrero,Free diving / spearfishing,M,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Boating,USA,Hawaii,Kayak Fishing,M,False
2012.0,Unprovoked,FIJI,,Spearfishing,M,False
2012.0,Boating,USA,California,Kayaking / Fishing,M,False
2012.0,Unprovoked,USA,Florida,Swimming,F,False
2012.0,Unprovoked,USA,California,Paddle boarding,F,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,M,True
2012.0,Boating,AUSTRALIA,South Australia,Kayaking,M,False
2012.0,Unprovoked,USA,Hawaii,Surfing,M,False
2012.0,Unprovoked,USA,Florida,,M,False
2012.0,Unprovoked,AUSTRALIA,Western Australia,Scuba diving,M,True
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Boating,AUSTRALIA,Western Australia,Crayfishing,,False
2012.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,USA,Florida,Surfing,F,False
2012.0,Unprovoked,USA,Florida,Surfing,M,False
2012.0,Unprovoked,NEW ZEALAND,North Island,Surfing,M,False
2012.0,Provoked,AUSTRALIA,Victoria,"Diving, feeding sharks",F,False
2012.0,Unprovoked,REUNION,Saint-Benoit,Body boarding,M,False
2012.0,Unprovoked,USA,Florida,Kite Surfing,M,False
2012.0,Invalid,SAUDI ARABIA,Tabuk Province,Attempting to Kite surf from Egypt to Saudi Arabia,M,True
2012.0,Provoked,CHILE,Antofagasta Province,Fishing (illegally),M,False
2012.0,Provoked,USA,Florida,Kite Surfing,M,False
2012.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,False
2012.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,,False
2012.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,False
2012.0,Unprovoked,USA,Hawaii,Snorkeling,,False
2012.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,M,False
2012.0,Unprovoked,BAHAMAS,,"Diving, photographing sharks",M,False
2012.0,Provoked,TAIWAN,Taitung ,Fishing,M,False
2012.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,False
